Epoch,Example,AutoencodedExample,Accuracy
4,{-11.0}*operation_windup+operation_cooldown<{-10.0}<{-1.0}*pair_expected_work_power>machine_replacement_cooldown>warehouse_utilization_rate-{-5.0}+{1.0}/{-7.0}<{11.0}>pair_expected_processing_time*{0.0}<{8.0}>{-4.0}EOS,job_lateness_penalty{-9.0}{5.0}job_time_alive-{13.0}{-11.0}operation_cooldown{12.5}{-4.0}{-3.5}{-7.5}{11.0}{-1.5}{-10.5}{-5.5}machine_replacement_cooldown{-14.0}{8.5}){-0.5}job_relative_deadline{7.0}job_remaining_number_of_operations{0.0}{3.5}{-12.0}{-9.5}{4.5}{14.0}{13.0}warehouse_utilization_rate,0.0
5,{-11.0}*operation_windup+operation_cooldown<{-10.0}<{-1.0}*pair_expected_work_power>machine_replacement_cooldown>warehouse_utilization_rate-{-5.0}+{1.0}/{-7.0}<{11.0}>pair_expected_processing_time*{0.0}<{8.0}>{-4.0}EOS,job_lateness_penalty{-4.5}{5.0}job_time_alive-+{-11.0}job_time_alive{3.0}{-4.0}{-3.5}{-7.5}{11.0}{-1.5}{-11.0}job_remaining_work_to_complete{15.0}{-14.0}{10.0}{-2.5}{-0.5}*{7.0}{13.5}{14.0}{3.5}{5.0}{-9.5}job_earliness_penalty{12.5}{-14.0}{-8.0},0.0
4,{-11.0}*pair_expected_work_power<{14.0}-operation_windup*machine_cooldown*{2.0}+{0.0}/{-7.0}>pair_expected_processing_time-{-7.0}*{-1.0}*pair_number_of_alternative_machines+machine_capacity<operation_windup/{12.0}/{7.0}EOS,job_lateness_penaltymachine_cooldown{5.0}NULL{13.0}{13.5}{-11.0}{-11.0}{12.5}operation_windup{-3.5}{-7.5}{11.0}job_delivery_relaxation{-10.5}{2.0}machine_replacement_cooldownwarehouse_utilization_rate{8.5}){-9.5}{-1.5}job_remaining_work_to_complete{15.0}{0.0}{1.5}{-9.0}{-9.5}{4.5}{14.0}{-7.5}>,0.0
5,{-11.0}*pair_expected_work_power<{14.0}-operation_windup*machine_cooldown*{2.0}+{0.0}/{-7.0}>pair_expected_processing_time-{-7.0}*{-1.0}*pair_number_of_alternative_machines+machine_capacity<operation_windup/{12.0}/{7.0}EOS,job_lateness_penaltymachine_cooldown{14.5}{-0.5}{-9.5}{13.5}{-11.0}job_time_alive{12.5}operation_windup{-3.5}{-7.5}{11.0}{13.0}{-4.0}{0.5}machine_replacement_cooldownwarehouse_utilization_rate{8.5}){-9.5}{-10.5}job_remaining_work_to_complete{15.0}{0.0}{1.5}{-9.0}{-7.5}{-7.5}job_remaining_work_to_complete{-7.5}>,0.0
4,{-11.0}*{-3.0}<{8.0}+{-2.0}/{-11.0}*job_lateness_penalty*{13.0}/{-7.0}*{4.0}*{13.0}*{-15.0}>{2.0}/{13.0}*{-6.0}<{-12.0}/{-8.0}EOS,job_lateness_penalty{5.0}{6.0}machine_cooldown{-11.0}{13.5}{-11.0}{11.5}{-15.0}operation_windup{-3.0}{-7.5}{11.0}{-1.5}{10.0}{-14.0}{3.5}warehouse_utilization_rate{8.5}{-2.5}{7.5}{-3.5}job_remaining_work_to_complete{11.0}{0.0}{1.5}{-12.0}{-9.5}{4.5}{14.0}{-14.0}operation_work_required,0.0
5,{-11.0}*{-3.0}<{8.0}+{-2.0}/{-11.0}*job_lateness_penalty*{13.0}/{-7.0}*{4.0}*{13.0}*{-15.0}>{2.0}/{13.0}*{-6.0}<{-12.0}/{-8.0}EOS,job_lateness_penaltymachine_cooldown{6.0}machine_cooldown{5.0}pair_number_of_alternative_machines{-11.0}{11.5}{3.0}{-6.5}{-3.5}{-7.5}{11.0}/{2.0}{-9.0}{3.5}warehouse_utilization_rate{8.5}{-2.5}{-0.5}pair_number_of_alternative_operations{-14.0}{11.0}{0.0}{1.5}{-9.0}{-7.5}{-7.5}{12.5}{-14.0}{-8.0},0.03125
4,{-11.0}+{0.0}+{12.0}>{2.0}-operation_cooldown>{6.0}/machine_current_breakdown_rate+warehouse_utilization_rate*{-2.0}*{4.0}*{-9.0}/{10.0}/{-5.0}-machine_capacity<{-10.0}/{-3.0}EOS,>{-1.0}{14.5}NULL-{13.5}{-11.0}{11.5}{-15.0}operation_windup{-3.5}*{11.0}{6.0}{-10.5}{2.0}{14.5}warehouse_utilization_rate{8.5}){1.0}{10.5}job_remaining_work_to_complete{13.5}{0.0}{1.5}{-9.0}{-9.5}{-7.5}{14.0}{-14.0}operation_work_required,0.0
5,{-11.0}+{0.0}+{12.0}>{2.0}-operation_cooldown>{6.0}/machine_current_breakdown_rate+warehouse_utilization_rate*{-2.0}*{4.0}*{-9.0}/{10.0}/{-5.0}-machine_capacity<{-10.0}/{-3.0}EOS,>{-1.0}{14.5}machine_cooldownjob_delivery_relaxation{13.5}{-11.0}{10.5}{-15.0}{-4.0}{-3.5}*job_remaining_number_of_operations{6.0}{8.0}{-14.0}{14.5}{-14.0}{8.5}{-2.5}{1.0}{10.5}{-14.0}{13.5}{0.0}{1.5}{-9.0}{-9.5}{-7.5}{14.0}{-14.0}{-8.0},0.0
4,{-11.0}+{14.0}<{13.0}<{-8.0}/{12.0}+{1.0}-{13.0}-{4.0}*{-13.0}/{6.0}/pair_number_of_alternative_operations+{2.0}-{13.0}-{6.0}*job_earliness_penalty>pair_number_of_alternative_operationsEOS,job_lateness_penalty{-1.0}{5.0}NULLjob_time_alive{13.0}{-11.0}{-11.0}{-15.0}{-6.5}{-3.0}{-7.5}{11.0}job_delivery_relaxation{2.0}{-9.0}{15.0}operation_work_required{4.0}{3.0}{1.0}{-1.5}job_remaining_work_to_complete{-14.0}{0.0}{1.5}{-9.0}{-9.5}{-7.5}{14.0}{-7.5}operation_work_required,0.0
5,{-11.0}+{14.0}<{13.0}<{-8.0}/{12.0}+{1.0}-{13.0}-{4.0}*{-13.0}/{6.0}/pair_number_of_alternative_operations+{2.0}-{13.0}-{6.0}*job_earliness_penalty>pair_number_of_alternative_operationsEOS,job_lateness_penalty{-1.0}{5.0}{4.5}{-10.5}+{-11.0}job_time_alive{-11.5}{-6.5}{-3.5}{-7.5}job_remaining_number_of_operations{-1.5}{2.0}job_remaining_work_to_complete{15.0}operation_work_required{4.0}{3.0}{1.0}pair_number_of_alternative_operations{-14.0}{-14.0}{0.0}{1.5}{-9.0}{-2.5}job_earliness_penaltyjob_remaining_work_to_complete{-1.5}{-8.0},0.03125
4,{-11.0}+{5.0}+{11.0}/{-14.0}*{-4.0}/{6.0}/{3.0}+{-8.0}+{-15.0}<{-12.0}+{-13.0}/{2.0}<{8.0}*{-5.0}+{-7.0}/{-6.0}EOS,job_lateness_penaltymachine_cooldownmachine_capacity{0.5}{-13.5}{13.5}{-11.0}{-11.0}{3.0}{-4.0}{-3.5}{-7.5}{11.0}{-7.5}{-10.5}{-5.5}{15.0}warehouse_utilization_rate{4.0}){1.0}*job_remaining_work_to_complete{-6.5}{7.0}{1.5}{5.0}{-9.5}{14.5}{14.0}{-14.0}operation_work_required,0.0
5,{-11.0}+{5.0}+{11.0}/{-14.0}*{-4.0}/{6.0}/{3.0}+{-8.0}+{-15.0}<{-12.0}+{-13.0}/{2.0}<{8.0}*{-5.0}+{-7.0}/{-6.0}EOS,job_lateness_penaltymachine_cooldownNULL{0.5}{-13.5}{13.5}{-11.0}{-11.0}{3.0}{-6.5}{-3.5}{-7.5}job_remaining_number_of_operations{-7.5}{-11.0}{-5.5}{6.5}{-14.0}{4.0}){1.0}pair_number_of_alternative_operations{7.0}{-6.5}{0.0}{1.5}{-9.0}{-2.5}{14.5}{12.5}{-14.0}{-8.0},0.0
4,{-11.0}-operation_windup+{11.0}*operation_windup*{8.0}>{-6.0}>job_relative_deadline+{8.0}-{6.0}*{4.0}/job_remaining_number_of_operations<{0.0}>{14.0}<{6.0}*pair_expected_work_power*job_remaining_work_to_completeEOS,job_lateness_penalty{-9.0}{5.0}NULL{-11.0}pair_number_of_alternative_machines{-11.0}job_delivery_relaxationoperation_windup{-4.0}{-3.0}{-7.5}{11.0}{-1.5}{13.5}{-9.0}{15.0}warehouse_utilization_rate{4.0}{4.5}{-9.5}*{14.0}{-6.5}{0.5}{1.5}{5.0}{-9.5}machine_current_breakdown_rate{14.0}{-7.5}operation_work_required,0.03125
5,{-11.0}-operation_windup+{11.0}*operation_windup*{8.0}>{-6.0}>job_relative_deadline+{8.0}-{6.0}*{4.0}/job_remaining_number_of_operations<{0.0}>{14.0}<{6.0}*pair_expected_work_power*job_remaining_work_to_completeEOS,job_lateness_penalty{-9.0}{14.5}{4.5}{-11.0}pair_number_of_alternative_machines{-11.0}job_delivery_relaxation{12.5}{-4.0}{-3.0}{-7.5}{11.0}{-8.0}EOS{-3.0}{15.0}warehouse_utilization_rate{4.0}{4.5}{-9.5}{10.5}{-14.0}{-6.5}{0.5}pair_expected_work_power{5.0}{-9.5}job_earliness_penalty{14.0}{-7.5}{-14.0},0.03125
4,{-11.0}<{-1.0}+job_earliness_penalty>{-6.0}*{7.0}<{8.0}/{-11.0}+{-10.0}-{-14.0}>{-2.0}<{10.0}+job_delivery_relaxation/{-5.0}>{13.0}<{13.0}>{-1.0}EOS,job_lateness_penaltymachine_cooldown{5.0}{0.5}{-13.5}{13.0}{-11.0}{-11.0}{3.0}{-6.5}{-3.5}{-7.5}{11.0}{-1.5}EOS{-5.5}{15.0}warehouse_utilization_rate{0.0}){-9.5}*job_remaining_work_to_complete{13.5}{0.0}{3.5}{-9.0}{-9.5}{-7.5}{14.0}{-14.0}{-5.0},0.0
5,{-11.0}<{-1.0}+job_earliness_penalty>{-6.0}*{7.0}<{8.0}/{-11.0}+{-10.0}-{-14.0}>{-2.0}<{10.0}+job_delivery_relaxation/{-5.0}>{13.0}<{13.0}>{-1.0}EOS,job_lateness_penaltymachine_cooldown{5.0}{0.5}operation_work_required+{-11.0}{-11.0}{3.0}{-6.5}{-3.5}{-7.5}job_remaining_number_of_operations{-1.5}{-6.0}{-5.5}{6.5}-warehouse_utilization_ratejob_earliness_penalty{1.0}*job_remaining_work_to_complete{13.5}{0.0}{3.5}{-9.0}{-2.5}<{14.0}{-14.0}{-8.0},0.0
4,{-11.0}<{-13.0}*{-5.0}>{-6.0}-{-2.0}-{10.0}*{13.0}*{-2.0}-{2.0}/job_earliness_penalty/{10.0}>{4.0}-{14.0}>job_relative_deadline>machine_cooldown<job_remaining_number_of_operationsEOS,job_lateness_penalty{-12.5}{5.0}NULL{-11.0}{13.5}{-11.0}job_time_alive{10.0}{-2.0}{-3.5}{-7.5}{11.0}{-1.5}{10.0}{-5.5}{15.0}warehouse_utilization_rate{3.5}){-9.5}*job_remaining_work_to_complete{11.5}{0.0}{1.5}{-9.0}{-9.5}machine_current_breakdown_rate{14.0}{-7.5}{-8.5},0.0
5,{-11.0}<{-13.0}*{-5.0}>{-6.0}-{-2.0}-{10.0}*{13.0}*{-2.0}-{2.0}/job_earliness_penalty/{10.0}>{4.0}-{14.0}>job_relative_deadline>machine_cooldown<job_remaining_number_of_operationsEOS,job_lateness_penalty{-12.5}{5.0}{-0.5}{-11.0}+{-11.0}job_time_alive{3.0}{-4.0}{-3.5}{-7.5}{11.0}/{2.0}job_remaining_work_to_complete{15.0}{-14.0}{3.5})pair_expected_processing_time*{7.0}{11.5}{0.0}{1.5}{-9.0}{-7.5}{3.0}{14.0}{-7.5}{-8.5},0.0
4,{-11.0}<{-6.0}>{5.0}*{8.0}*pair_number_of_alternative_machines-{3.0}+{4.0}+{-6.0}-{-8.0}+{-2.0}*{-4.0}/job_relative_deadline<job_lateness_penalty*machine_replacement_cooldown-{12.0}/{-2.0}EOS,job_lateness_penalty{-12.5}{6.0}machine_cooldownjob_time_alive{7.5}{-11.0}{-11.0}{3.0}operation_windup{-3.5}{-7.5}{11.0}{13.5}{-4.0}{-5.5}{6.5}warehouse_utilization_rate{4.0})pair_expected_processing_time{-1.5}job_remaining_work_to_complete{15.0}{0.0}{3.5}pair_expected_processing_time{-9.5}{4.5}{14.0}{-7.5}operation_work_required,0.0
5,{-11.0}<{-6.0}>{5.0}*{8.0}*pair_number_of_alternative_machines-{3.0}+{4.0}+{-6.0}-{-8.0}+{-2.0}*{-4.0}/job_relative_deadline<job_lateness_penalty*machine_replacement_cooldown-{12.0}/{-2.0}EOS,job_lateness_penaltymachine_cooldown{6.0}machine_cooldown{13.0}+{-11.0}{3.0}{3.0}{-6.5}{-3.5}{-7.5}job_remaining_number_of_operations/{2.0}{-5.5}{6.5}warehouse_utilization_rate{4.0})pair_expected_processing_timepair_number_of_alternative_operations{-14.0}{15.0}{0.0}{11.0}{-9.0}{-2.5}<{14.0}{-14.0}{-8.0},0.0
4,{-11.0}>{0.0}-{9.0}+{-1.0}/pair_number_of_alternative_machines*{-8.0}/{6.0}>job_lateness_penalty/{-2.0}-{13.0}-{-10.0}>operation_cooldown-{2.0}-{-9.0}<{11.0}>operation_cooldownEOS,job_lateness_penalty{-12.5}{5.0}{0.5}job_time_alive{13.5}{-14.5}{-11.0}{-15.0}{-9.0}{-3.0}{-7.5}{11.0}{-1.5}{-10.5}{-5.5}{15.0}warehouse_utilization_rate{4.0}){1.0}*job_remaining_work_to_complete{13.5}{7.0}{1.5}{-12.0}{-9.5}machine_current_breakdown_rate{-14.5}{-14.0}{-5.0},0.0
5,{-11.0}>{0.0}-{9.0}+{-1.0}/pair_number_of_alternative_machines*{-8.0}/{6.0}>job_lateness_penalty/{-2.0}-{13.0}-{-10.0}>operation_cooldown-{2.0}-{-9.0}<{11.0}>operation_cooldownEOS,job_lateness_penalty{-4.5}{5.0}{0.5}job_time_alive{13.5}{-14.5}job_time_alive{-15.0}{-4.0}{-3.0}{-7.5}job_remaining_number_of_operations{-1.5}{-10.5}job_remaining_work_to_completepair_number_of_alternative_operations{-14.0}{8.5}){14.5}*{-14.0}{13.5}{0.0}{11.0}{-9.0}{-2.5}machine_current_breakdown_ratejob_remaining_work_to_complete{-14.0}{-8.0},0.03125
4,{-12.0}/{-15.0}+{3.0}-{2.0}-{10.0}-machine_capacity<operation_work_required/job_relative_deadline/{-4.0}<{11.0}+{-14.0}*{-11.0}<{-9.0}<{-7.0}-pair_number_of_alternative_operations<{6.0}EOS,job_lateness_penalty{-12.5}{1.5}{-0.5}-{-12.5}{-11.0}{11.5}{10.0}operation_windup{-3.5}{-10.5}{11.0}{-7.5}{10.0}{5.5}{6.5}warehouse_utilization_rate{4.0}){-9.5}pair_number_of_alternative_operationsjob_remaining_work_to_complete{15.0}{0.0}{1.5}{5.0}{-9.5}warehouse_utilization_rate{-9.5}{-7.5}operation_work_required,0.03125
5,{-12.0}/{-15.0}+{3.0}-{2.0}-{10.0}-machine_capacity<operation_work_required/job_relative_deadline/{-4.0}<{11.0}+{-14.0}*{-11.0}<{-9.0}<{-7.0}-pair_number_of_alternative_operations<{6.0}EOS,job_lateness_penaltymachine_cooldown{1.5}{4.5}-{-12.5}{-11.0}({10.0}operation_windup{-3.5}{-7.5}job_remaining_number_of_operations/{10.0}{-14.0}{6.5}warehouse_utilization_rate{10.0}){-9.5}pair_number_of_alternative_operationsjob_remaining_work_to_complete{15.0}{0.0}{1.5}{-9.0}{-7.5}machine_current_breakdown_rate{-9.5}{-7.5}{-12.5},0.0625
4,{-12.0}/{9.0}+{-5.0}/operation_cooldown+{2.0}*{15.0}*{0.0}-{15.0}+pair_number_of_alternative_machines-job_lateness_penalty+{14.0}*{-12.0}>{9.0}+operation_work_required+{-6.0}+{13.0}EOS,job_lateness_penaltymachine_cooldown{-9.5}NULL-{7.5}{-11.0}{-11.0}{10.0}{-6.5}{-3.0}*{11.0}{13.5}{10.0}{-14.0}machine_replacement_cooldown{-14.0}{4.0}){-0.5}pair_number_of_alternative_operationsjob_remaining_work_to_complete{-6.5}{0.0}{1.5}{5.0}{-9.5}{4.5}{14.0}{-7.5}{-6.0},0.03125
5,{-12.0}/{9.0}+{-5.0}/operation_cooldown+{2.0}*{15.0}*{0.0}-{15.0}+pair_number_of_alternative_machines-job_lateness_penalty+{14.0}*{-12.0}>{9.0}+operation_work_required+{-6.0}+{13.0}EOS,job_lateness_penaltymachine_cooldown{6.0}machine_cooldown-{13.5}{-11.0}job_time_alive{3.0}{-6.5}{-3.0}*{11.0}{-3.5}{-4.0}{-14.0}{8.0}{-14.0}{4.0}){-0.5}pair_number_of_alternative_operationsjob_remaining_work_to_complete{-6.5}{0.0}{11.0}{5.0}{-9.5}{4.5}job_earliness_penalty{-7.5}{-8.0},0.03125
4,{-12.0}<{-2.0}<{-7.0}>{-10.0}+{-1.0}>pair_number_of_alternative_machines-{14.0}+{4.0}-{-4.0}>{0.0}-machine_cooldown<{-4.0}-operation_windup-{8.0}>{-15.0}<{13.0}EOS,job_lateness_penalty{-1.0}{6.0}NULLjob_time_alive{13.5}{-11.0}{10.5}{-15.0}{7.5}{-3.5}{-7.5}{11.0}{-15.0}{-10.5}{-3.0}machine_replacement_cooldownoperation_work_required{8.5}){1.0}{10.5}job_remaining_work_to_complete{-14.0}{-13.0}{1.5}{-12.0}{-7.5}{3.0}{12.0}{-14.0}{-8.5},0.0
5,{-12.0}<{-2.0}<{-7.0}>{-10.0}+{-1.0}>pair_number_of_alternative_machines-{14.0}+{4.0}-{-4.0}>{0.0}-machine_cooldown<{-4.0}-operation_windup-{8.0}>{-15.0}<{13.0}EOS,job_lateness_penalty{-1.0}{6.0}NULLjob_time_alive{13.5}{-11.0}job_time_alive{-15.0}{-6.5}{-3.5}{-7.5}job_remaining_number_of_operations{-15.0}{-15.0}job_remaining_work_to_complete{6.5}operation_work_required{8.5}){1.0}pair_number_of_alternative_operations{7.0}{-14.0}{0.0}{1.5}{-9.0}{-7.5}{3.0}{12.0}{-14.0}{-8.5},0.0
4,{-12.0}>{-13.0}<{-9.0}-machine_capacity/{3.0}-{-13.0}/{-9.0}-job_earliness_penalty+{10.0}>{11.0}*{-12.0}-{-13.0}+{10.0}-warehouse_utilization_rate/{13.0}-{-13.0}EOS,job_lateness_penalty{-12.5}{5.0}{0.5}{13.0}EOS{-11.0}{10.5}{12.5}{-6.5}{-3.0}{-7.5}{11.0}{-1.5}{2.0}{-5.5}{6.5}operation_work_required{4.0}){-9.5}{-1.5}job_remaining_work_to_complete<{-13.0}{11.0}pair_expected_processing_time{-9.5}{-7.5}{14.0}{-7.5}operation_work_required,0.0
5,{-12.0}>{-13.0}<{-9.0}-machine_capacity/{3.0}-{-13.0}/{-9.0}-job_earliness_penalty+{10.0}>{11.0}*{-12.0}-{-13.0}+{10.0}-warehouse_utilization_rate/{13.0}-{-13.0}EOS,job_lateness_penaltymachine_cooldown{5.0}{4.5}{-4.0}{-12.5}{-11.0}job_time_alive{12.5}{-6.5}{-15.0}{-7.5}{11.0}{-3.5}{2.0}{10.0}{6.5}operation_work_required{10.0}){-9.5}{-3.5}-<{0.0}{9.5}{-9.0}{-7.5}{-7.5}job_remaining_work_to_complete{-7.5}>,0.0
4,{-12.0}>{11.0}/pair_expected_processing_time<{-5.0}>{0.0}*{10.0}+{-8.0}<{1.0}*{14.0}>{-3.0}<{-6.0}-{6.0}>{9.0}-{14.0}/job_delivery_relaxation*pair_expected_work_powerEOS,job_lateness_penalty{-9.0}{-9.5}{-3.0}-{-12.5}{-11.0}{10.5}{-15.0}{-9.0}{-3.5}{-7.5}{2.5}job_delivery_relaxation{-10.5}{5.5}{15.0}warehouse_utilization_rate{8.5}){1.0}*-{-14.0}{0.0}{1.5}pair_expected_processing_time{-9.5}machine_current_breakdown_rate{14.0}{13.0}{-5.0},0.0
5,{-12.0}>{11.0}/pair_expected_processing_time<{-5.0}>{0.0}*{10.0}+{-8.0}<{1.0}*{14.0}>{-3.0}<{-6.0}-{6.0}>{9.0}-{14.0}/job_delivery_relaxation*pair_expected_work_powerEOS,job_lateness_penaltymachine_cooldownNULL{4.5}-{-12.5}{-11.0}{10.5}{3.0}{-6.5}{-3.5}*{2.5}{-1.5}{2.0}{-7.0}{15.0}warehouse_utilization_rate{8.5}{3.0}{1.0}{10.5}-{13.5}{0.0}{1.5}pair_expected_processing_time{-9.5}machine_current_breakdown_rate{14.0}{-14.0}{-5.0},0.0
4,{-13.0}*pair_expected_work_power*{-1.0}*{-7.0}<{-14.0}>machine_replacement_cooldown+{-13.0}<{7.0}>{-11.0}-{-1.0}>{-7.0}+{-10.0}-machine_cooldown*job_delivery_relaxation+{-3.0}/machine_replacement_cooldownEOS,job_lateness_penalty{-12.5}{1.5}{-0.5}-{9.5}{-11.0}{-11.0}{3.0}operation_windup{-3.5}{-7.5}{11.0}job_delivery_relaxation{10.0}{5.5}{3.5}warehouse_utilization_rate{8.5}{-2.5}{1.0}{-1.5}job_remaining_work_to_complete{9.5}{0.0}{3.5}{15.0}{-9.5}{4.5}{14.0}{-7.5}{-8.5},0.0
5,{-13.0}*pair_expected_work_power*{-1.0}*{-7.0}<{-14.0}>machine_replacement_cooldown+{-13.0}<{7.0}>{-11.0}-{-1.0}>{-7.0}+{-10.0}-machine_cooldown*job_delivery_relaxation+{-3.0}/machine_replacement_cooldownEOS,job_lateness_penaltymachine_cooldown{1.5}{-0.5}{-13.5}{13.5}{-14.5}*{3.0}operation_windup{-3.5}{-7.5}{11.0}/{-4.0}{-9.0}{8.0}machine_cooldown{8.5}{-2.5}{1.0}job_earliness_penaltyjob_remaining_work_to_complete{11.5}{0.0}{11.0}{-9.0}{-7.5}{4.5}{14.0}{-14.0}{-8.5},0.0
4,{-13.0}-{-13.0}+job_remaining_number_of_operations+{-11.0}<job_relative_deadline<{13.0}*operation_cooldown<{13.0}*{-10.0}*{4.0}-{-1.0}-job_time_alive+{7.0}/{-13.0}/pair_expected_processing_time/{14.0}EOS,job_lateness_penaltyjob_remaining_work_to_complete{6.0}{-3.0}{13.0}{7.5}{-11.0}operation_cooldown{3.0}{-6.5}{-3.5}{-10.5}{11.0}{-1.5}{-10.5}{2.0}{3.5}-{8.5}){7.5}pair_number_of_alternative_operationsjob_remaining_work_to_complete{11.5}{0.0}{1.5}{5.0}{-9.5}{-7.5}{14.0}{-7.5}{-8.5},0.03125
5,{-13.0}-{-13.0}+job_remaining_number_of_operations+{-11.0}<job_relative_deadline<{13.0}*operation_cooldown<{13.0}*{-10.0}*{4.0}-{-1.0}-job_time_alive+{7.0}/{-13.0}/pair_expected_processing_time/{14.0}EOS,job_lateness_penalty{-4.5}{6.0}{4.5}{13.0}+{-11.0}job_time_alive{3.0}{13.5}{-3.5}{-10.5}job_remaining_number_of_operations{-1.5}{2.0}{12.5}{3.5}-{8.5}{-2.5}job_earliness_penaltypair_number_of_alternative_operations{-12.5}{13.5}{0.0}{11.0}{-9.0}{-2.5}{-7.5}{14.0}{-7.5}{-8.0},0.0625
4,{-13.0}/{-2.0}/pair_expected_processing_time*{5.0}-job_delivery_relaxation<job_time_alive-{14.0}+{-2.0}<{-13.0}+operation_windup>pair_number_of_alternative_machines<{-8.0}>{8.0}*{9.0}<{-9.0}+{5.0}EOS,job_lateness_penaltymachine_cooldown{-9.5}NULL-{13.5}{-11.0}{-2.0}{-15.0}{-4.0}{-3.5}{-7.5}{11.0}/{-15.0}{2.0}{15.0}warehouse_utilization_rate{8.5}){-11.5}*job_remaining_work_to_complete{-14.0}{0.0}{-0.5}{-12.0}{-9.5}{4.5}{14.0}{-7.5}{-9.0},0.0
5,{-13.0}/{-2.0}/pair_expected_processing_time*{5.0}-job_delivery_relaxation<job_time_alive-{14.0}+{-2.0}<{-13.0}+operation_windup>pair_number_of_alternative_machines<{-8.0}>{8.0}*{9.0}<{-9.0}+{5.0}EOS,job_lateness_penaltymachine_cooldown{6.0}{0.5}-+{-11.0}job_time_alive{-15.0}{-4.0}{-3.5}{-7.5}job_remaining_number_of_operations/{-15.0}job_remaining_work_to_complete{15.0}warehouse_utilization_rate{8.5}){-11.5}*job_remaining_work_to_complete{13.5}{0.0}{-0.5}{-9.0}{-2.5}{4.5}{14.0}{-14.0}{-8.0},0.0
4,{-13.0}/{-3.0}-{-14.0}*{-5.0}<{-1.0}/{-6.0}>{-8.0}-{-4.0}+{-7.0}<machine_cooldown>{1.0}>{-12.0}+{-15.0}/{-14.0}-{6.0}*{7.0}EOS,job_lateness_penalty{-9.0}{1.5}machine_cooldown{-11.0}{9.5}{-11.0}{-11.0}{-15.0}{-4.0}{-3.5}{-7.5}{11.0}job_delivery_relaxation{10.0}{2.0}{15.0}warehouse_utilization_rate{8.5}){-9.5}job_relative_deadlinejob_remaining_work_to_complete<{0.0}{1.5}pair_expected_processing_time{-9.5}{4.5}{14.0}{-7.5}operation_work_required,0.0
5,{-13.0}/{-3.0}-{-14.0}*{-5.0}<{-1.0}/{-6.0}>{-8.0}-{-4.0}+{-7.0}<machine_cooldown>{1.0}>{-12.0}+{-15.0}/{-14.0}-{6.0}*{7.0}EOS,job_lateness_penalty{-9.0}{1.5}machine_cooldownjob_earliness_penalty{13.5}{-11.0}{11.5}{3.0}{-4.0}{-3.5}{-7.5}{11.0}/{10.0}{2.0}{15.0}warehouse_utilization_rate{8.5})pair_expected_processing_time*job_remaining_work_to_complete{13.5}{0.0}{9.5}{-9.0}{-7.5}{4.5}{14.0}{-7.5}operation_work_required,0.0
4,{-13.0}<machine_current_breakdown_rate<{5.0}+{11.0}/{-6.0}>{8.0}+{-9.0}+{-7.0}-{-2.0}+{11.0}+pair_number_of_alternative_operations<{-5.0}*{0.0}+{0.0}/machine_current_breakdown_rate-{13.0}EOS,job_lateness_penalty{-12.5}{6.0}NULL{-11.0}{13.0}{-11.0}operation_cooldown{-15.0}operation_windup{-3.5}*{11.0}{13.5}{-4.0}{-3.0}machine_replacement_cooldownwarehouse_utilization_rate{8.5})pair_expected_processing_time*job_remaining_work_to_complete{13.5}{7.0}{3.5}{-12.0}{-9.5}{-7.5}{12.0}{-1.5}warehouse_utilization_rate,0.0
5,{-13.0}<machine_current_breakdown_rate<{5.0}+{11.0}/{-6.0}>{8.0}+{-9.0}+{-7.0}-{-2.0}+{11.0}+pair_number_of_alternative_operations<{-5.0}*{0.0}+{0.0}/machine_current_breakdown_rate-{13.0}EOS,job_lateness_penaltymachine_cooldown{14.5}NULL-pair_number_of_alternative_machines{-11.0}{8.5}{12.5}operation_windup{-15.0}{-7.5}job_remaining_number_of_operations/{2.0}{10.0}{6.5}warehouse_utilization_rate{8.5}{3.0}pair_expected_processing_timeoperation_work_required{7.0}{13.5}{7.0}{1.5}operation_windup{-2.5}{-7.5}job_remaining_work_to_complete{-1.5}{-8.0},0.0
4,{-13.0}<{-14.0}<{-4.0}*job_remaining_work_to_complete*{7.0}*{-15.0}<{-11.0}-{-2.0}>{-1.0}+{-8.0}>{-6.0}/{7.0}>job_earliness_penalty+{-12.0}/{-3.0}>machine_replacement_cooldownEOS,job_lateness_penalty){-9.5}machine_cooldown{-11.0}{13.0}{-11.0}{-11.0}{10.0}operation_windup{-3.0}{-7.5}{11.0}{-1.5}{8.0}{12.5}{15.0}{-5.5}{4.0}){1.0}{-3.5}job_remaining_work_to_complete{15.0}{0.0}{3.5}{-9.0}{-9.5}{4.5}{12.0}{-14.0}{-8.0},0.0
5,{-13.0}<{-14.0}<{-4.0}*job_remaining_work_to_complete*{7.0}*{-15.0}<{-11.0}-{-2.0}>{-1.0}+{-8.0}>{-6.0}/{7.0}>job_earliness_penalty+{-12.0}/{-3.0}>machine_replacement_cooldownEOS,job_lateness_penaltymachine_cooldown{5.0}machine_cooldown{-9.5}{13.0}{-11.0}machine_current_breakdown_rate{10.0}{-6.5}{-15.0}+job_remaining_number_of_operations/{2.0}{12.5}pair_number_of_alternative_operations{-5.5}{4.0}){1.0}{-3.5}job_lateness_penalty{15.0}{0.0}{3.5}{-9.0}{-2.5}{4.5}{-9.5}{-8.0}{-8.0},0.03125
