Individual,Fitness
(4.0*(machine_processing_cost_fixed>pair_number_of_alternative_operations)),415.70120905613004
(8.75+(machine_processing_cost_per_second>pair_number_of_alternative_operations)),415.70120905613004
(pair_number_of_alternative_operations<job_remaining_work_to_complete),415.70120905613004
(((-10.0*((pair_number_of_alternative_machines/machine_processing_cost_per_second)*6.75))<machine_processing_energy_fixed)/((pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed))+((-2.25+machine_capacity)*machine_capacity))),415.75200351421734
(pair_number_of_alternative_machines<machine_capacity),415.7847297794139
(machine_processing_cost_fixed<(((machine_processing_cost_per_second-pair_number_of_alternative_operations)/pair_expected_processing_time)+(operation_cooldown<machine_processing_energy_fixed))),415.8201906726637
(job_remaining_work_to_complete<pair_expected_work_power),415.8548069986622
((((machine_replacement_cooldown>machine_processing_cost_per_second)+1.25)/job_relative_deadline)+(pair_number_of_alternative_machines<(pair_number_of_alternative_machines*operation_cooldown))),415.898780842676
(machine_cooldown<(((machine_processing_cost_per_second-pair_number_of_alternative_operations)/pair_expected_processing_time)+(operation_cooldown<machine_processing_energy_fixed))),415.9100042775181
(-5.0*((pair_expected_work_power+(((-1.75>4.5)+pair_expected_work_power)>machine_cooldown))*(((job_relative_deadline>job_relative_deadline)>pair_expected_work_power)--1.25))),416.0797517377366
(-0.75*((pair_expected_work_power+(((-1.75>4.5)+pair_expected_work_power)>machine_cooldown))*(((job_relative_deadline>job_relative_deadline)>pair_expected_work_power)--1.25))),416.0797517377366
(((machine_cooldown+machine_processing_cost_fixed)-(((machine_cooldown<operation_cooldown)>(operation_cooldown<machine_processing_cost_per_second))--7.25))*((((-6.75*operation_windup)/(machine_processing_energy_per_second/-7.0))-(9.0>9.25))*job_starting_number_of_operations)),416.47185836112334
(-0.75*(pair_expected_work_power*(((machine_processing_cost_per_second>job_relative_deadline)-pair_expected_work_power)--1.25))),416.47323231535745
(machine_cooldown<(((machine_processing_cost_per_second-pair_number_of_alternative_operations)/machine_processing_cost_per_second)/(operation_cooldown<machine_processing_energy_fixed))),416.52368283220517
((machine_processing_cost_per_second/((machine_processing_energy_per_second-pair_expected_processing_time)<machine_processing_cost_per_second))+pair_expected_work_power),416.53074871138034
(machine_cooldown*(((machine_processing_cost_per_second-machine_replacement_cooldown)/machine_processing_cost_per_second)/(operation_cooldown<machine_processing_energy_fixed))),416.56160096777984
(pair_number_of_alternative_machines/-1.75),416.6195363835017
(operation_cooldown<(pair_number_of_alternative_machines/((-7.75<(machine_processing_energy_per_second>operation_windup))<machine_replacement_cooldown))),416.6195363835017
(operation_cooldown<(pair_number_of_alternative_machines/((-7.75<warehouse_utilization_rate)<machine_replacement_cooldown))),416.6195363835017
(pair_number_of_alternative_machines/-5.0),416.6195363835017
(warehouse_utilization_rate-pair_number_of_alternative_machines),416.6195363835017
(-0.75*pair_number_of_alternative_machines),416.6195363835017
(operation_cooldown<(pair_number_of_alternative_machines/((-7.75<warehouse_utilization_rate)<7.5))),416.6195363835017
(pair_number_of_alternative_machines/-1.0),416.6195363835017
(7.0<(job_remaining_number_of_operations>(operation_windup-(operation_work_required>-8.25)))),416.6276784290596
(((((machine_cooldown+job_relative_deadline)*(operation_work_required/operation_windup))-(job_remaining_work_to_complete-operation_work_required))<(((3.5<machine_processing_cost_per_second)/machine_processing_energy_per_second)<(machine_processing_energy_fixed/(machine_capacity*operation_windup))))+job_relative_deadline),416.6425196488743
(machine_current_breakdown_rate*((machine_cooldown/(machine_capacity+(machine_replacement_cooldown--4.75)))*(8.25<machine_current_breakdown_rate))),416.6852162327875
(machine_cooldown/(0.5<(operation_windup/((machine_capacity<machine_current_breakdown_rate)/(machine_current_breakdown_rate<machine_capacity))))),416.7321013471359
(pair_expected_processing_time*machine_processing_energy_fixed),416.88051235244563
((machine_current_breakdown_rate<(((operation_windup/warehouse_utilization_rate)*job_remaining_work_to_complete)-job_remaining_work_to_complete))<machine_replacement_cooldown),417.01362480702136
((machine_current_breakdown_rate<(((operation_windup/warehouse_utilization_rate)*job_remaining_work_to_complete)-job_remaining_work_to_complete))<pair_expected_processing_time),417.01362480702136
(warehouse_utilization_rate*(machine_processing_cost_per_second>((((machine_processing_energy_per_second+-7.0)>4.5)>(6.25/operation_windup))>pair_expected_work_power))),417.31773346812804
(warehouse_utilization_rate*(machine_processing_cost_per_second>((((machine_processing_energy_per_second+-7.0)>4.5)>(pair_number_of_alternative_operations/operation_windup))>pair_expected_work_power))),417.31773346812804
(-6.0*operation_cooldown),417.34943871525644
(operation_cooldown/(-3.0-(3.5>(machine_capacity-machine_processing_energy_per_second)))),417.34943871525644
(-8.0*operation_cooldown),417.34943871525644
(1.5/operation_cooldown),417.34943871525644
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*pair_expected_work_power)>(pair_expected_work_power*machine_processing_energy_fixed)))*(((job_relative_deadline>job_relative_deadline)>(pair_number_of_alternative_operations-job_starting_number_of_operations))--1.25))),417.37019963957385
(job_remaining_number_of_operations<(-6.75*machine_current_breakdown_rate)),417.39285809287304
(machine_current_breakdown_rate*(-8.0<-1.25)),417.39285809287304
(-0.75*((pair_expected_work_power+(machine_processing_energy_fixed>machine_cooldown))*(-0.75--1.25))),417.45370232435357
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))>((-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines>pair_expected_work_power))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25)))--6.75))),417.45370232435357
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))>((-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines>pair_expected_work_power))>operation_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25)))--6.75))),417.45370232435357
(machine_current_breakdown_rate*((machine_cooldown-(machine_capacity+(machine_replacement_cooldown--4.75)))*(8.25<machine_current_breakdown_rate))),417.53540704542206
(machine_processing_cost_per_second*(machine_replacement_cooldown/((-1.75>4.5)>(pair_number_of_alternative_operations/operation_windup)))),417.76032909400783
(-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*((4.5>machine_processing_energy_fixed)--1.25))),417.96682847412796
((4.75*-9.75)>((operation_cooldown/operation_windup)>operation_windup)),418.03535653703557
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*((pair_number_of_alternative_machines>pair_expected_work_power)--1.25))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)-pair_expected_work_power))),418.53543412217846
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)-(warehouse_utilization_rate>(machine_processing_cost_per_second>(6.5>pair_expected_work_power)))))),418.53543412217846
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>5.25)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)-(warehouse_utilization_rate>(machine_processing_cost_per_second>(6.5>pair_expected_work_power)))))),418.53543412217846
((machine_processing_cost_per_second+9.25)>machine_cooldown),418.555808867269
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))*(((job_relative_deadline>job_relative_deadline)>machine_cooldown)--1.25))),418.57914054701564
(machine_capacity*((pair_expected_work_power*((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))*machine_processing_cost_fixed)),418.7406909968034
((machine_processing_energy_per_second+(((machine_processing_cost_fixed>pair_expected_work_power)*job_remaining_number_of_operations)-((machine_processing_cost_per_second/8.5)/(machine_processing_cost_per_second+pair_number_of_alternative_operations))))/(machine_capacity*job_relative_deadline)),418.84335551626026
((machine_processing_energy_per_second+(((machine_processing_cost_fixed>pair_expected_work_power)*job_remaining_number_of_operations)-((machine_processing_energy_fixed/8.5)/(machine_processing_cost_per_second+pair_number_of_alternative_operations))))/(machine_capacity*job_relative_deadline)),418.84335551626026
((machine_processing_energy_per_second+(((machine_processing_cost_fixed>pair_expected_work_power)*job_remaining_number_of_operations)-((machine_processing_cost_per_second/1.75)/(machine_processing_cost_per_second+pair_number_of_alternative_operations))))/(machine_capacity*job_relative_deadline)),418.84335551626026
(((operation_windup-((-5.75*machine_processing_energy_fixed)+(operation_work_required<pair_number_of_alternative_operations)))>(operation_cooldown*(warehouse_utilization_rate+(machine_processing_energy_fixed*operation_cooldown))))>machine_processing_cost_per_second),418.8881455355774
(-0.75*((pair_expected_work_power+(machine_capacity-machine_cooldown))*(machine_cooldown--1.25))),419.07572563613707
(((-3.25-machine_processing_cost_fixed)-(job_starting_number_of_operations/machine_replacement_cooldown))/(9.5/(3.25/(machine_current_breakdown_rate>pair_number_of_alternative_machines)))),419.11588502492634
((1.25/((machine_processing_energy_per_second>(machine_cooldown*job_remaining_number_of_operations))>(warehouse_utilization_rate<(job_remaining_number_of_operations*(machine_replacement_cooldown/machine_cooldown)))))/pair_expected_work_power),419.14508674906745
((1.25/((machine_processing_energy_per_second>(machine_cooldown*job_remaining_number_of_operations))>(warehouse_utilization_rate<(job_remaining_number_of_operations*2.0))))/pair_expected_work_power),419.14508674906745
((machine_replacement_cooldown>8.75)*((machine_cooldown<job_starting_number_of_operations)>machine_cooldown)),419.25688113103666
(machine_cooldown*machine_replacement_cooldown),419.25688113103666
(-0.75*((pair_expected_work_power-((machine_processing_cost_fixed>9.5)>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),419.3719491888141
(((-8.0/(pair_expected_processing_time-(machine_processing_cost_per_second--4.0)))<pair_expected_work_power)-job_remaining_number_of_operations),419.5034598728634
(operation_cooldown*((pair_expected_work_power+(machine_cooldown>machine_cooldown))*(((job_relative_deadline>6.25)>machine_cooldown)--1.25))),419.569405672788
(-0.75*(((((-1.75>4.5)>((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((7.25>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>((pair_expected_work_power>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))/-5.0))>(machine_processing_cost_fixed*pair_expected_work_power))+(4.5>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),419.65772529310203
(-0.75*(((((-1.75>4.5)>((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>((pair_expected_work_power>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))/-5.0))>(machine_processing_cost_fixed*pair_expected_work_power))+(4.5>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),419.65772529310203
(((machine_processing_energy_fixed-(-9.5/machine_capacity))*machine_processing_energy_per_second)-machine_cooldown),419.66727416002175
(job_remaining_number_of_operations>((machine_processing_energy_per_second<7.5)/machine_capacity)),419.85818484922396
(-0.75*((machine_processing_cost_per_second+(machine_capacity-machine_cooldown))*(-5.5--1.25))),419.89345269233695
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown)))*((job_relative_deadline>job_relative_deadline)--6.75))),419.91174214246155
(-0.75*job_relative_deadline),419.92126709358354
(job_relative_deadline/(-3.0<(3.5>(machine_capacity-machine_processing_energy_per_second)))),419.92126709358354
(-6.25-job_relative_deadline),419.92126709358354
(-3.75*job_relative_deadline),419.92126709358354
(job_relative_deadline/(-3.0-(3.5>(machine_capacity-machine_processing_energy_per_second)))),419.92126709358354
(job_starting_number_of_operations-job_remaining_number_of_operations),419.98914974910065
((((machine_processing_cost_per_second/machine_capacity)*(warehouse_utilization_rate-job_remaining_number_of_operations))*(pair_expected_work_power/pair_expected_work_power))*pair_expected_work_power),420.0085534876862
((((machine_processing_cost_per_second/machine_capacity)*(warehouse_utilization_rate-job_remaining_number_of_operations))<(pair_expected_work_power/pair_expected_work_power))*pair_expected_work_power),420.0085534876862
(((operation_windup-((-5.75*machine_processing_energy_fixed)+(operation_work_required<pair_expected_processing_time)))>(operation_cooldown*(warehouse_utilization_rate+(machine_processing_energy_fixed*operation_cooldown))))>machine_processing_cost_per_second),420.3505311462239
(((machine_processing_energy_fixed>((operation_work_required>machine_current_breakdown_rate)/machine_capacity))*(operation_cooldown*machine_replacement_cooldown))-(job_starting_number_of_operations-pair_expected_processing_time)),420.3769941134024
(((machine_cooldown+pair_number_of_alternative_machines)-(((machine_cooldown<operation_cooldown)>(operation_cooldown<machine_processing_cost_per_second))--7.25))-(job_remaining_number_of_operations*job_starting_number_of_operations)),420.46426536418767
(warehouse_utilization_rate*(machine_processing_cost_per_second>(((((machine_processing_cost_per_second/(machine_processing_energy_per_second+-1.75))-(9.0>9.25))>4.5)>(pair_number_of_alternative_operations/operation_windup))>machine_cooldown))),420.49386762792477
(machine_cooldown>((pair_number_of_alternative_machines<((operation_work_required*machine_processing_cost_fixed)*(warehouse_utilization_rate/machine_cooldown)))-(((1.0<6.0)>(warehouse_utilization_rate--6.75))-job_starting_number_of_operations))),420.7761990361284
(pair_expected_work_power-(6.0>machine_replacement_cooldown)),420.87555705616745
(-0.75*((pair_expected_work_power-((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown))*(((job_relative_deadline>job_relative_deadline)>pair_expected_work_power)-((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))))),420.98910611873947
((machine_replacement_cooldown/operation_windup)/-5.5),421.02302598837235
(-0.75*((pair_expected_work_power<((machine_processing_cost_fixed*(pair_number_of_alternative_machines/machine_processing_cost_fixed))>machine_cooldown))+(pair_number_of_alternative_machines--1.25))),421.16703927929507
(job_remaining_work_to_complete/pair_number_of_alternative_operations),421.18445799373234
((-3.0<pair_expected_work_power)<((job_remaining_number_of_operations/machine_processing_energy_fixed)*-4.5)),421.27270324292834
((-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25)))*(machine_processing_cost_per_second>(((-1.75>4.5)+pair_expected_work_power)>warehouse_utilization_rate))),421.27768311909904
((machine_processing_cost_fixed>operation_windup)*((pair_expected_work_power+(machine_capacity>machine_cooldown))*pair_expected_work_power)),421.55239912763875
(7.0>job_relative_deadline),421.59232247429503
(pair_expected_processing_time+((job_remaining_work_to_complete-(4.0-machine_current_breakdown_rate))+job_relative_deadline)),421.62210488936034
(pair_expected_processing_time+((job_remaining_work_to_complete-(warehouse_utilization_rate-machine_current_breakdown_rate))+job_relative_deadline)),421.62210488936034
(machine_current_breakdown_rate*((machine_cooldown>(machine_capacity+(machine_replacement_cooldown--4.75)))*(8.25<machine_current_breakdown_rate))),421.8895782877877
(((machine_cooldown+machine_processing_cost_fixed)-(((machine_cooldown<operation_cooldown)>(operation_cooldown<machine_processing_cost_per_second))--7.25))-((((-6.75*operation_windup)/(machine_processing_energy_per_second+-7.0))-(9.0>9.25))*job_starting_number_of_operations)),422.02104325284245
((((pair_number_of_alternative_operations>(operation_work_required<-5.0))-((job_starting_number_of_operations/pair_expected_processing_time)>(machine_processing_cost_per_second+machine_replacement_cooldown)))*4.5)/operation_windup),422.13255146307426
((((pair_number_of_alternative_operations>(machine_replacement_cooldown<-5.0))-((job_starting_number_of_operations/pair_expected_processing_time)>(machine_processing_cost_per_second+machine_replacement_cooldown)))*4.5)/operation_windup),422.13255146307426
((9.5/9.5)-(pair_expected_work_power/((machine_replacement_cooldown*3.25)*((machine_replacement_cooldown--3.75)/-6.25)))),422.13272858140743
((9.5-9.5)-(pair_expected_work_power/((machine_replacement_cooldown*4.25)*((machine_replacement_cooldown--3.75)/-6.25)))),422.13272858140743
((9.5/9.5)-(pair_expected_work_power/((machine_replacement_cooldown*4.25)*((machine_replacement_cooldown--3.75)/-6.25)))),422.13272858140743
(machine_processing_energy_fixed-job_starting_number_of_operations),422.1893351054811
(machine_processing_energy_fixed/job_starting_number_of_operations),422.1893351054811
((-3.0+pair_expected_work_power)<((job_starting_number_of_operations/machine_processing_energy_fixed)*-4.5)),422.1893351054811
(-0.75*((job_remaining_number_of_operations+machine_replacement_cooldown)*(((job_relative_deadline>6.5)>pair_expected_work_power)-(machine_capacity/-5.0)))),422.2742872824963
((job_remaining_work_to_complete+((job_remaining_number_of_operations>machine_processing_cost_per_second)*((job_remaining_number_of_operations>job_starting_number_of_operations)>(pair_expected_processing_time<machine_processing_energy_per_second))))-machine_cooldown),422.29485102653655
(machine_processing_energy_fixed<job_starting_number_of_operations),422.338082001383
(job_starting_number_of_operations<machine_processing_energy_fixed),422.338082001383
((machine_cooldown*machine_processing_cost_per_second)>-1.75),422.3501968636498
((((warehouse_utilization_rate/machine_replacement_cooldown)<job_remaining_number_of_operations)*machine_cooldown)+warehouse_utilization_rate),422.3891267591431
(pair_number_of_alternative_operations/(pair_number_of_alternative_operations<(operation_windup>(7.75<machine_capacity)))),422.3902876407183
(pair_number_of_alternative_operations-(pair_number_of_alternative_operations<(operation_windup>(7.75<machine_capacity)))),422.3902876407183
(-9.0>pair_expected_work_power),422.4989133791111
(pair_expected_work_power>machine_processing_energy_fixed),422.4989133791111
(pair_expected_work_power-9.75),422.4989133791111
((pair_expected_work_power*warehouse_utilization_rate)>pair_expected_work_power),422.4989133791111
(warehouse_utilization_rate+(machine_processing_cost_per_second>(((-1.75>4.5)>(((-1.75>(machine_capacity/(pair_expected_processing_time*operation_windup)))>(pair_number_of_alternative_operations/operation_windup))/-5.0))>pair_expected_work_power))),422.4989133791111
(machine_processing_cost_per_second>pair_expected_work_power),422.4989133791111
(-7.75>pair_expected_work_power),422.4989133791111
(7.5-((((3.75/machine_cooldown)>(operation_cooldown-machine_capacity))<-1.0)-pair_expected_work_power)),422.4989133791111
(pair_expected_work_power>machine_processing_cost_fixed),422.4989133791111
(pair_expected_work_power--9.0),422.4989133791111
(9.0*(machine_processing_cost_per_second>(((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))>(pair_number_of_alternative_operations/operation_windup))>pair_expected_work_power))),422.4989133791111
((pair_number_of_alternative_operations<job_remaining_work_to_complete)+(machine_processing_cost_per_second>(((-4.0>1.75)>(((-1.75>(machine_capacity-(pair_expected_processing_time*operation_windup)))>(pair_number_of_alternative_operations/operation_windup))/-5.0))>pair_expected_work_power))),422.4989133791111
((pair_number_of_alternative_operations<job_remaining_work_to_complete)+(machine_processing_cost_per_second>(((-1.75>4.5)>(((-1.75>(machine_capacity-(pair_expected_processing_time*operation_windup)))>(pair_number_of_alternative_operations/operation_windup))/-5.0))>pair_expected_work_power))),422.4989133791111
((pair_expected_work_power+warehouse_utilization_rate)>pair_expected_work_power),422.4989133791111
(9.0*(job_remaining_number_of_operations>(((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))>(pair_number_of_alternative_operations/operation_windup))>pair_expected_work_power))),422.4989133791111
(pair_expected_work_power>(job_remaining_number_of_operations+((pair_number_of_alternative_operations+operation_work_required)<warehouse_utilization_rate))),422.4989133791111
((pair_number_of_alternative_operations<job_remaining_work_to_complete)+(machine_processing_cost_per_second>(((-4.0>4.5)>(((-1.75>(machine_capacity-(pair_expected_processing_time*operation_windup)))>(pair_number_of_alternative_operations/operation_windup))/-5.0))>pair_expected_work_power))),422.4989133791111
(-9.0/pair_expected_work_power),422.4989133791111
(pair_expected_work_power>9.75),422.4989133791111
((-3.0+pair_expected_work_power)>((job_starting_number_of_operations/machine_processing_energy_fixed)*-4.5)),422.4989133791111
((1.25/((machine_processing_energy_per_second>(machine_cooldown*job_remaining_number_of_operations))>(warehouse_utilization_rate<(job_remaining_number_of_operations*(machine_replacement_cooldown/machine_cooldown)))))>pair_expected_work_power),422.4989133791111
(warehouse_utilization_rate+(machine_processing_cost_per_second>(((-1.75>4.5)>(-4.75/(operation_windup*warehouse_utilization_rate)))>pair_expected_work_power))),422.4989133791111
(-0.75*((pair_expected_work_power-machine_current_breakdown_rate)*(((job_relative_deadline>6.5)>pair_expected_work_power)<-6.75))),422.4989133791111
(pair_expected_work_power+-5.0),422.4989133791111
(pair_expected_work_power>pair_expected_work_power),422.4989133791111
((pair_number_of_alternative_operations<job_remaining_work_to_complete)+(machine_processing_cost_per_second>(((-1.75>4.5)>(((-1.75>(machine_capacity/(pair_expected_processing_time*operation_windup)))>(pair_number_of_alternative_operations/operation_windup))/-5.0))>pair_expected_work_power))),422.4989133791111
((1.25/((operation_cooldown>(machine_cooldown*job_remaining_number_of_operations))>(warehouse_utilization_rate<(job_remaining_number_of_operations*(machine_replacement_cooldown/machine_cooldown)))))>pair_expected_work_power),422.4989133791111
((-0.75*((((operation_windup>pair_number_of_alternative_machines)<operation_cooldown)<(machine_processing_energy_per_second/-7.5))-((warehouse_utilization_rate-pair_expected_processing_time)>(machine_replacement_cooldown+machine_cooldown))))-job_remaining_number_of_operations),422.55415510094303
((operation_cooldown-job_remaining_number_of_operations)-((((operation_work_required<operation_work_required)<(machine_capacity/job_relative_deadline))*machine_processing_cost_per_second)>(machine_current_breakdown_rate/pair_expected_work_power))),422.7803989647489
(job_remaining_number_of_operations>((machine_processing_energy_per_second<7.5)/warehouse_utilization_rate)),422.78626327594577
(-0.75*((pair_expected_work_power+machine_current_breakdown_rate)*(((job_relative_deadline>job_relative_deadline)>pair_number_of_alternative_operations)--1.25))),422.80703938183063
(machine_processing_energy_fixed*(((((-1.75>4.5)>(machine_capacity/-5.0))>pair_expected_work_power)+(4.5>job_remaining_work_to_complete))*(((job_relative_deadline>6.5)<pair_expected_work_power)--6.75))),422.85917948789216
(4.0<(machine_capacity+pair_number_of_alternative_operations)),422.8789928771534
((machine_replacement_cooldown*8.75)<((machine_cooldown<job_starting_number_of_operations)>machine_capacity)),422.882375910318
(-0.75*((pair_expected_work_power+(6.5>machine_cooldown))*(((((job_relative_deadline>4.5)>pair_expected_work_power)-2.5)>pair_expected_work_power)--1.25))),422.8906042695951
(-0.75*((pair_expected_work_power+(6.5>machine_cooldown))*(((((job_relative_deadline>job_relative_deadline)>pair_expected_work_power)-2.5)>pair_expected_work_power)--1.25))),422.8906042695951
((machine_current_breakdown_rate<operation_windup)/(machine_capacity>-4.25)),422.9064123194978
(((job_remaining_work_to_complete+((machine_cooldown-7.5)/job_remaining_number_of_operations))+((operation_cooldown<-5.75)+warehouse_utilization_rate))-job_relative_deadline),422.91154317803404
(machine_capacity+machine_processing_energy_fixed),423.073381787277
(machine_processing_energy_fixed+((machine_capacity--2.75)+(((5.0*4.25)<0.5)<pair_expected_work_power))),423.073381787277
(machine_processing_energy_fixed+((machine_capacity-7.5)+(((5.0*4.25)<0.5)<pair_expected_work_power))),423.073381787277
(machine_processing_energy_fixed+((machine_capacity--2.75)+((((job_starting_number_of_operations+job_remaining_work_to_complete)*4.25)<0.5)<pair_expected_work_power))),423.073381787277
((machine_capacity+machine_processing_energy_fixed)>machine_processing_cost_fixed),423.073381787277
(pair_number_of_alternative_machines/job_remaining_work_to_complete),423.18424744745664
(machine_cooldown<(((machine_processing_cost_per_second-machine_replacement_cooldown)/machine_processing_cost_per_second)/(operation_cooldown<machine_processing_energy_fixed))),423.3657179875865
(operation_cooldown-((job_starting_number_of_operations-job_remaining_number_of_operations)*((machine_processing_cost_per_second>pair_expected_processing_time)/machine_processing_cost_fixed))),423.36865941194617
(-0.75*((pair_expected_work_power+(((job_remaining_number_of_operations-machine_processing_cost_fixed)*operation_work_required)>operation_windup))*(((job_relative_deadline>-4.0)>pair_expected_work_power)--1.25))),423.3881987678702
((machine_capacity<job_remaining_number_of_operations)<job_remaining_number_of_operations),423.38890645360084
((((operation_windup--5.25)>machine_processing_cost_per_second)-(machine_capacity<((machine_current_breakdown_rate+-6.0)<-9.0)))<(pair_expected_processing_time-job_relative_deadline)),423.4249692684333
(machine_processing_cost_fixed*(pair_number_of_alternative_machines<machine_processing_energy_fixed)),423.42800767374996
(pair_expected_processing_time+machine_cooldown),423.44139304637594
((-0.75*((((operation_windup>pair_number_of_alternative_machines)<operation_cooldown)<(machine_processing_energy_per_second/-7.5))-((warehouse_utilization_rate-pair_expected_processing_time)>(machine_replacement_cooldown+machine_cooldown))))-machine_processing_energy_per_second),423.6320578830847
((((machine_processing_energy_per_second>(operation_windup+3.0))-operation_windup)>job_relative_deadline)-(operation_work_required>machine_capacity)),423.6993407885151
(machine_processing_cost_per_second*(machine_replacement_cooldown/(((machine_processing_cost_per_second/machine_processing_cost_per_second)>(((machine_processing_energy_fixed*pair_expected_work_power)*9.5)-machine_current_breakdown_rate))*pair_expected_work_power))),423.7981056059279
(machine_processing_cost_per_second*(machine_replacement_cooldown/(((machine_processing_cost_per_second/machine_processing_cost_per_second)>(((machine_processing_energy_fixed*pair_expected_work_power)*9.5)>machine_current_breakdown_rate))*pair_expected_work_power))),423.7981056059279
(-0.75*machine_capacity),423.84633246708006
(warehouse_utilization_rate-(machine_capacity>warehouse_utilization_rate)),423.84633246708006
(machine_capacity/-5.5),423.84633246708006
((-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*((pair_number_of_alternative_operations/(6.5/machine_processing_cost_fixed))--1.25)))*((pair_expected_work_power+((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown))*(((job_relative_deadline>job_relative_deadline)>pair_expected_work_power)-2.5))),423.992138766891
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))+(((-6.75/operation_windup)/(machine_processing_energy_per_second+-7.0))-(9.0>4.25)))),424.13507652700844
((pair_expected_work_power+(((machine_processing_cost_per_second-machine_processing_cost_fixed)*machine_processing_cost_fixed)+machine_cooldown))/machine_processing_cost_fixed),424.1594361919383
((pair_expected_work_power+(((machine_processing_cost_per_second-machine_processing_cost_fixed)*machine_processing_cost_fixed)>machine_cooldown))/machine_processing_cost_fixed),424.1594361919383
(pair_expected_work_power-((operation_work_required*machine_replacement_cooldown)*(-6.0*pair_expected_processing_time))),424.25475182259765
(job_starting_number_of_operations/job_remaining_number_of_operations),424.2583766774131
(-0.75*((pair_expected_work_power+(machine_processing_cost_fixed*pair_expected_work_power))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),424.3790623379244
