Epoch,Example,AutoencodedExample,Accuracy
5,pair_number_of_alternative_operations>{7.0}*{-5.0}*{-3.0}-{12.0}/{2.0}>{13.0}+{11.0}-{10.0}*{6.0}-job_time_alive+{13.0}-{-11.0}<{-14.0}*{0.0}<operation_windupEOS,pair_number_of_alternative_machines{7.5}{8.0}{-6.5}{-1.0}{6.5}{-14.0}{-11.5}{6.0}{12.5}job_earliness_penalty{4.5}{14.0}{5.5}{7.0}{-6.0}machine_cooldownNULL{-12.5}EOS{-12.0}{1.0}{6.5}<{4.5}+{3.0}{-9.5}{-2.5}{-4.0}{10.0}EOS,0.03125
4,warehouse_utilization_rate-pair_number_of_alternative_operations>machine_replacement_cooldown*{0.0}>job_remaining_number_of_operations-{-3.0}*{-10.0}+{-6.0}+{-9.0}+{-5.0}+{9.0}<{4.0}*{-6.0}/job_time_alive<job_time_alive>{-8.0}EOS,{-14.5}job_lateness_penalty{8.0}{-6.0}{12.0}{-4.0}{1.5}){-7.0}{12.5}{-9.0}{-6.0}{1.0}machine_replacement_cooldown{7.0}{-13.0}machine_cooldown{-2.5}{-12.5}<{-12.0}{1.0}{-10.0}operation_work_required{-9.0}machine_capacity{3.0}{-9.5}{-2.5}{-4.0}{2.5}{-15.0},0.0
5,warehouse_utilization_rate-pair_number_of_alternative_operations>machine_replacement_cooldown*{0.0}>job_remaining_number_of_operations-{-3.0}*{-10.0}+{-6.0}+{-9.0}+{-5.0}+{9.0}<{4.0}*{-6.0}/job_time_alive<job_time_alive>{-8.0}EOS,{-14.5}{-1.0}{8.0}NULL{12.0}{-4.0}job_lateness_penalty){-7.0}{12.5}{5.5}{-6.0}{1.0}>{13.5}operation_cooldownmachine_cooldown{6.5}{-12.5}EOS{-12.0}{1.0}{-10.0}operation_work_required{4.5}machine_capacity{3.0}{-9.5}{-2.5}{-4.0}job_delivery_relaxationEOS,0.03125
4,warehouse_utilization_rate<{10.0}<job_remaining_work_to_complete*{-14.0}+{-10.0}>pair_number_of_alternative_operations<{14.0}+{7.0}>{1.0}<{-6.0}/{7.0}-{-7.0}<{7.0}*{-14.0}-job_remaining_number_of_operations-{-11.0}EOS,pair_number_of_alternative_machines{12.0}{8.0}{-6.0}{12.0}NULL{1.5}{1.5}{6.0}{12.5}{15.0}{-6.0}{1.0}machine_replacement_cooldownoperation_work_requiredpair_expected_work_powermachine_cooldown{6.5}{-12.5}{4.0}{-12.0}{1.0}>operation_work_required{-9.0}{-13.0}{-9.0}{-9.5}{-2.5}{14.0}{10.0}EOS,0.03125
5,warehouse_utilization_rate<{10.0}<job_remaining_work_to_complete*{-14.0}+{-10.0}>pair_number_of_alternative_operations<{14.0}+{7.0}>{1.0}<{-6.0}/{7.0}-{-7.0}<{7.0}*{-14.0}-job_remaining_number_of_operations-{-11.0}EOS,pair_number_of_alternative_machines{12.0}{8.0}{-6.0}{12.0}NULLjob_lateness_penalty){6.0}EOS{4.0}{-6.0}{1.0}{12.5}operation_work_requiredoperation_cooldownmachine_cooldown{6.5}{-12.5}{2.5}{-12.0}{1.0}>>{-9.0}{-13.0}{-9.0}{-9.5}job_relative_deadline{-4.0}{10.0}EOS,0.03125
4,warehouse_utilization_rate>warehouse_utilization_rate+machine_capacity+{-13.0}<{-3.0}+{-13.0}>{-12.0}/job_remaining_number_of_operations*{5.0}-{-4.0}/{10.0}-{-8.0}/pair_expected_work_power/{-12.0}+{0.0}+{-3.0}EOS,pair_number_of_alternative_machines<{8.0}{-5.0}{12.0}job_earliness_penalty{-4.5}{6.0}{-7.0}{12.5}{-13.5}operation_work_required{14.0}>operation_work_required{-6.0}machine_cooldownpair_expected_processing_time*{12.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time+{3.0}{-9.5}{-2.5}{14.0}{10.0}{10.0},0.0
5,warehouse_utilization_rate>warehouse_utilization_rate+machine_capacity+{-13.0}<{-3.0}+{-13.0}>{-12.0}/job_remaining_number_of_operations*{5.0}-{-4.0}/{10.0}-{-8.0}/pair_expected_work_power/{-12.0}+{0.0}+{-3.0}EOS,pair_number_of_alternative_machines<{8.0}{-5.0}{12.0}job_earliness_penalty{-4.5}{8.0}{-7.0}{-8.5}{-13.5}operation_work_required{14.0}>operation_work_required{-13.0}machine_cooldownpair_expected_processing_time*{12.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time+{3.0}{-9.5}{-2.5}{14.0}{10.0}{4.0},0.0
4,{-1.0}*{14.0}-{-8.0}*{2.0}*{0.0}/{-9.0}+{-4.0}*job_time_alive>{5.0}<{-9.0}*{6.0}+{13.0}+{-8.0}/{-6.0}+operation_work_required/{1.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-5.0}{12.0}NULLNULLjob_remaining_work_to_complete{-3.0}{12.5}job_earliness_penalty{4.5}{1.5}{12.5}operation_work_required{-6.0}machine_capacityNULL{-12.5}{12.5}{-12.0}{1.0}>operation_work_requiredpair_expected_processing_time{6.5}{3.0}{11.0}{-2.5}{-4.0}{10.0}{10.0},0.0
5,{-1.0}*{14.0}-{-8.0}*{2.0}*{0.0}/{-9.0}+{-4.0}*job_time_alive>{5.0}<{-9.0}*{6.0}+{13.0}+{-8.0}/{-6.0}+operation_work_required/{1.0}EOS,pair_number_of_alternative_machines<{8.0}{4.0}{12.0}NULLNULL>{-3.0}<job_earliness_penalty{7.0}pair_number_of_alternative_operations{12.5}operation_work_required{-6.0}job_lateness_penaltyjob_delivery_relaxation{-12.5}EOS{-12.0}{1.0}>operation_work_required{-14.0}machine_capacity{-9.0}{-9.5}{-2.5}{-4.0}{10.0}EOS,0.03125
4,{-1.0}+{-3.0}+warehouse_utilization_rate/job_earliness_penalty>{-9.0}>machine_current_breakdown_rate+{-2.0}-{-1.0}<{12.0}-{-3.0}<{-13.0}*{-10.0}-{13.0}-operation_windup*{-12.0}>{10.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-6.5}{-13.5}job_time_alive{-10.0}job_remaining_work_to_complete{-7.0}{12.5}job_earliness_penalty{-6.0}+{-9.5}operation_work_required{-6.0}machine_cooldownNULL{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time{7.5}{3.0}{3.5}{-2.5}{10.5}{2.5}{-2.5},0.0
5,{-1.0}+{-3.0}+warehouse_utilization_rate/job_earliness_penalty>{-9.0}>machine_current_breakdown_rate+{-2.0}-{-1.0}<{12.0}-{-3.0}<{-13.0}*{-10.0}-{13.0}-operation_windup*{-12.0}>{10.0}EOS,pair_number_of_alternative_machinespair_number_of_alternative_operations{8.0}{11.0}{-13.5}job_time_alive{-10.0}>{6.0}{12.5}job_earliness_penalty{7.0}+>operation_work_required{-13.0}machine_cooldownpair_expected_processing_time{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_timemachine_capacity{4.0}{3.5}{-2.5}{10.5}>{-13.5},0.03125
4,{-1.0}-job_time_alive-{-1.0}/{-4.0}*{8.0}*{-3.0}>pair_expected_processing_time/job_remaining_work_to_complete+{-9.0}-{-6.0}<{-5.0}>{0.0}<job_time_alive*{5.0}/{-1.0}+{12.0}EOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}{-5.0}{-12.0}job_earliness_penalty{14.5}{6.0}{-3.0}{12.5}{5.5}operation_work_requiredpair_number_of_alternative_operations{5.5}{9.5}{5.5}{5.0}machine_capacity*{12.5}{-12.0}{1.0}{6.5}operation_work_required{3.5}machine_capacity{-9.0}{2.0}{-2.5}{-4.0}{10.0}job_time_alive,0.0
5,{-1.0}-job_time_alive-{-1.0}/{-4.0}*{8.0}*{-3.0}>pair_expected_processing_time/job_remaining_work_to_complete+{-9.0}-{-6.0}<{-5.0}>{0.0}<job_time_alive*{5.0}/{-1.0}+{12.0}EOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}{-5.0}{-12.0}{10.5}{14.5}{6.0}{6.0}<job_earliness_penaltyoperation_work_requiredNULL{5.5}{5.5}{-13.0}machine_cooldownmachine_capacity{-12.5}{12.5}{-12.0}{1.0}{-9.5}operation_work_required{-14.0}machine_capacity{-9.0}{2.0}machine_cooldown{-4.0}{10.0}job_time_alive,0.0
4,{-1.0}-pair_number_of_alternative_machines<machine_capacity+operation_work_required+{-6.0}+{-5.0}>{4.0}-{-3.0}<job_remaining_number_of_operations-{15.0}/operation_cooldown*{-14.0}*{7.0}+{-4.0}<{-14.0}>{10.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-5.0}{-13.5}{-4.0}{-10.0}<{-7.0}{12.5}job_earliness_penalty{-6.0}<>operation_work_requiredpair_expected_work_powermachine_cooldownjob_delivery_relaxation{-12.5}{12.5}{-12.0}{1.0}{6.5}operation_work_requiredjob_earliness_penalty{6.5}{3.0}{-9.5}{-2.5}{10.5}{10.0}EOS,0.0625
5,{-1.0}-pair_number_of_alternative_machines<machine_capacity+operation_work_required+{-6.0}+{-5.0}>{4.0}-{-3.0}<job_remaining_number_of_operations-{15.0}/operation_cooldown*{-14.0}*{7.0}+{-4.0}<{-14.0}>{10.0}EOS,pair_number_of_alternative_machines<{8.0}{12.0}pair_number_of_alternative_operationsjob_earliness_penalty{-1.5}>{-3.0}EOSjob_earliness_penalty{7.0}{14.0}>operation_work_requiredpair_expected_work_powermachine_cooldownjob_delivery_relaxation{-12.5}{-1.5}{-12.0}{1.0}{4.5}operation_work_required{13.0}machine_capacity{-9.0}{-9.5}{-2.5}{10.5}{10.0}EOS,0.0625
4,{-1.0}/{3.0}*{14.0}-{-2.0}/job_earliness_penalty-{4.0}*{-12.0}<{4.0}+{-8.0}+{-8.0}>pair_expected_processing_time<{15.0}>{-4.0}-{-6.0}/{-7.0}>{-12.0}EOS,pair_number_of_alternative_machines-{8.0}{-6.0}{12.0}job_earliness_penalty{-4.5}{6.0}{-3.0}{12.5}{5.5}{-6.0}{14.0}{5.5}operation_work_required{-6.0}machine_cooldownpair_expected_processing_time{-12.5}EOS{10.5}{1.0}{4.5}operation_work_requiredpair_expected_processing_timemachine_capacity{3.0}{-9.5}{-2.5}{-4.0}{10.0}{10.0},0.0
5,{-1.0}/{3.0}*{14.0}-{-2.0}/job_earliness_penalty-{4.0}*{-12.0}<{4.0}+{-8.0}+{-8.0}>pair_expected_processing_time<{15.0}>{-4.0}-{-6.0}/{-7.0}>{-12.0}EOS,pair_number_of_alternative_machines-{8.0}{-6.0}{12.0}{10.5}{-4.5}{6.0}{-3.0}{12.5}job_earliness_penalty{-6.0}{14.0}{5.5}operation_work_required{-13.0}machine_cooldownpair_expected_processing_time{-12.5}EOS{-12.0}{1.0}{4.5}pair_number_of_alternative_operations{4.5}machine_capacity{3.0}{-9.5}machine_cooldownoperation_work_required>{10.0},0.0
4,{-1.0}<{8.0}>{6.0}-{-12.0}>{9.0}-job_remaining_work_to_complete<{6.0}*{-15.0}-pair_expected_processing_time*{11.0}*job_remaining_work_to_complete>{4.0}<{-14.0}*{-5.0}-{0.0}+{-10.0}EOS,{-14.5}job_lateness_penalty{8.0}{-6.0}{12.0}job_earliness_penalty{1.5}){6.0}{12.5}{-9.5}{-6.0}{-3.0}{-2.0}operation_work_requiredoperation_cooldownmachine_cooldownpair_number_of_alternative_operations{-12.5}{4.0}{-12.0}{1.0}{11.0}pair_number_of_alternative_operations{11.5}{-13.0}{3.0}{-9.5}{-2.5}{-4.0}>EOS,0.0625
5,{-1.0}<{8.0}>{6.0}-{-12.0}>{9.0}-job_remaining_work_to_complete<{6.0}*{-15.0}-pair_expected_processing_time*{11.0}*job_remaining_work_to_complete>{4.0}<{-14.0}*{-5.0}-{0.0}+{-10.0}EOS,{-14.5}job_lateness_penalty{8.0}{-6.0}{12.0}job_earliness_penalty{1.5}){6.0}{12.5}{-9.5}{-6.0}{1.0}{12.5}operation_work_requiredoperation_cooldownmachine_cooldownpair_number_of_alternative_operations{-12.5}{4.0}{-12.0}{1.0}{11.0}pair_number_of_alternative_operations{11.5}machine_capacity{3.0}{-9.5}{-2.5}{-4.0}>EOS,0.0625
4,{-1.0}>{-5.0}>{-13.0}*{13.0}-{-8.0}>job_remaining_work_to_complete-machine_replacement_cooldown>{6.0}*{-11.0}-{5.0}<{-8.0}/{-4.0}-{5.0}+{-5.0}<operation_cooldown*{12.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-5.0}{-13.5}{14.0}{-4.5}job_remaining_work_to_complete{6.0}{12.5}job_earliness_penalty{-6.0}pair_number_of_alternative_operationsmachine_replacement_cooldown{7.0}{-6.0}machine_cooldownpair_expected_processing_time{-1.0}{12.5}{-12.0}{1.0}>operation_work_requiredpair_expected_processing_timemachine_capacity{-3.0}{3.5}{-2.5}{-4.0}job_earliness_penaltyEOS,0.03125
5,{-1.0}>{-5.0}>{-13.0}*{13.0}-{-8.0}>job_remaining_work_to_complete-machine_replacement_cooldown>{6.0}*{-11.0}-{5.0}<{-8.0}/{-4.0}-{5.0}+{-5.0}<operation_cooldown*{12.0}EOS,pair_number_of_alternative_machines-{8.0}{12.0}job_time_alive{10.5}{-4.5}{10.0}{6.0}{12.5}job_earliness_penalty{-6.0}pair_number_of_alternative_operations{5.5}{7.0}{-13.0}machine_cooldownpair_expected_processing_time{-1.0}{12.5}{-12.0}{1.0}>operation_work_requiredpair_expected_processing_timemachine_capacity{-3.0}{3.5}{-2.5}{-4.0}job_earliness_penaltyEOS,0.03125
4,{-1.0}>{0.0}-pair_expected_processing_time>{3.0}<{-11.0}<{-14.0}>{-3.0}*{-8.0}+machine_replacement_cooldown+{-3.0}/{3.0}/{14.0}/{-7.0}<machine_cooldown/{-13.0}<{-15.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-5.0}{12.0}{14.0}{-10.0}<{-3.0}{12.5}{10.5}{4.5}+>operation_work_required{-6.0}machine_cooldownpair_expected_processing_time{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_required{11.5}{-13.0}{3.0}{3.5}{-2.5}{-4.0}{2.5}{10.0},0.03125
5,{-1.0}>{0.0}-pair_expected_processing_time>{3.0}<{-11.0}<{-14.0}>{-3.0}*{-8.0}+machine_replacement_cooldown+{-3.0}/{3.0}/{14.0}/{-7.0}<machine_cooldown/{-13.0}<{-15.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-5.0}{12.0}{14.5}{-4.5}>{-3.0}{12.5}{10.5}{7.0}pair_number_of_alternative_operations{5.5}operation_work_required{-13.0}machine_cooldownpair_expected_processing_time{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_required{-14.0}{-13.0}{3.0}{3.5}machine_cooldown{-4.0}{10.0}job_time_alive,0.0
4,{-1.0}>{12.0}/{12.0}<{15.0}/{-5.0}+{11.0}+{7.0}+pair_number_of_alternative_operations>{-1.0}-{13.0}*{-3.0}+operation_work_required*{0.0}>job_lateness_penalty-{6.0}<{-6.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-5.0}{12.0}{-4.0}NULLmachine_replacement_cooldown{6.0}{7.5}job_relative_deadline{-6.0}{1.0}{5.5}{7.0}{-6.0}machine_cooldownpair_expected_processing_time*{2.5}{-12.0}{1.0}{11.0}operation_work_required{13.0}{-13.0}{3.0}{-9.5}{-2.5}{-4.0}{2.5}{-15.0},0.03125
5,{-1.0}>{12.0}/{12.0}<{15.0}/{-5.0}+{11.0}+{7.0}+pair_number_of_alternative_operations>{-1.0}-{13.0}*{-3.0}+operation_work_required*{0.0}>job_lateness_penalty-{6.0}<{-6.0}EOS,{5.0}machine_current_breakdown_rate{8.0}{7.5}{12.0}{-4.0}NULLmachine_replacement_cooldown{6.0}{-6.5}job_relative_deadline{-6.0}{1.0}{5.5}{7.0}{-6.0}machine_cooldownpair_expected_processing_time*{2.5}{-12.0}{1.0}{11.0}operation_work_required{13.0}{-13.0}{3.0}{-9.5}{-2.5}{-4.0}job_delivery_relaxationEOS,0.0625
4,{-1.0}>{5.0}/{-5.0}-{-11.0}+{-6.0}-{-8.0}+{-13.0}<{10.0}>pair_expected_processing_time/operation_cooldown>{-3.0}+{-4.0}+{-8.0}/{2.0}*{-2.0}+{1.0}EOS,pair_number_of_alternative_machines{12.0}{8.0}{-6.0}{12.0}{-4.0}{1.5}{1.5}NULL{7.5}{-9.0}{-6.0}{1.0}{-9.5}operation_work_required{-6.0}{5.0}pair_number_of_alternative_operations{-12.5}<{-12.0}{1.0}{11.0}pair_expected_work_powerjob_earliness_penalty{-13.0}{3.0}{-9.5}{-2.5}{10.5}{10.0}EOS,0.03125
5,{-1.0}>{5.0}/{-5.0}-{-11.0}+{-6.0}-{-8.0}+{-13.0}<{10.0}>pair_expected_processing_time/operation_cooldown>{-3.0}+{-4.0}+{-8.0}/{2.0}*{-2.0}+{1.0}EOS,machine_cooldown{12.0}{8.0}{-6.0}{12.0}job_earliness_penalty{1.5}{1.5}{6.0}{7.5}{14.5}{-6.0}{1.0}{-9.5}operation_work_requiredoperation_cooldownmachine_cooldownpair_number_of_alternative_operations{-6.0}<{-12.0}>{11.0}{1.0}job_earliness_penaltymachine_capacity{3.0}{-9.5}{-2.5}{10.5}{10.0}EOS,0.03125
4,{-10.0}*operation_work_required-{12.0}/{4.0}+{14.0}<{15.0}/{-11.0}*{5.0}<{14.0}>{5.0}-{1.0}+pair_expected_work_power*job_delivery_relaxation/{6.0}>job_remaining_number_of_operations<{13.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-6.5}{12.0}{-4.0}{-10.0}{6.0}{-7.0}{12.5}pair_number_of_alternative_machines{-6.0}<{12.5}operation_work_required{5.5}machine_cooldownpair_expected_processing_time{-12.5}{4.0}{-0.5}{1.0}{11.0}operation_work_required{3.5}{6.5}{3.0}{-9.5}{-2.5}{10.5}{10.0}{10.0},0.03125
5,{-10.0}*operation_work_required-{12.0}/{4.0}+{14.0}<{15.0}/{-11.0}*{5.0}<{14.0}>{5.0}-{1.0}+pair_expected_work_power*job_delivery_relaxation/{6.0}>job_remaining_number_of_operations<{13.0}EOS,>-{8.0}{-6.0}{12.0}{-4.0}job_lateness_penalty{6.0}{-7.0}{12.5}{14.5}{-6.0}{14.0}{12.5}operation_work_required{-6.0}machine_cooldownpair_expected_processing_time{-12.5}EOS{-0.5}{1.0}{-9.5}operation_work_required{3.5}{6.5}{3.0}{-9.5}{-2.5}{10.5}>{-7.5},0.03125
4,{-10.0}*{-15.0}<{5.0}+{-12.0}-job_time_alive-{-3.0}-job_remaining_work_to_complete+{3.0}-job_time_alive<{6.0}-{-8.0}*{10.0}+machine_cooldown+{4.0}>{4.0}<{-9.0}EOS,pair_number_of_alternative_machines<{8.0}{-5.0}{12.0}{14.0}NULLmachine_replacement_cooldown{-3.0}{12.5}{15.0}{-6.0}{14.0}>operation_work_requiredpair_expected_work_powermachine_cooldownNULL{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_required{4.5}{-13.0}{3.0}{-9.5}{-2.5}{14.0}{10.0}EOS,0.03125
5,{-10.0}*{-15.0}<{5.0}+{-12.0}-job_time_alive-{-3.0}-job_remaining_work_to_complete+{3.0}-job_time_alive<{6.0}-{-8.0}*{10.0}+machine_cooldown+{4.0}>{4.0}<{-9.0}EOS,pair_number_of_alternative_machines<{8.0}{-6.0}{12.0}job_earliness_penaltyNULLmachine_replacement_cooldown{-3.0}EOSjob_earliness_penalty{7.0}{14.0}>operation_work_requiredpair_expected_work_powermachine_cooldownNULL{-12.5}{12.5}{-12.0}{1.0}{-9.5}operation_work_required{4.5}{-13.0}{3.0}{-9.5}{-2.5}{14.0}{10.0}EOS,0.03125
4,{-10.0}-{9.0}>{5.0}<pair_number_of_alternative_machines<{11.0}*{4.0}*{4.0}-{10.0}-{11.0}*{7.0}-{14.0}<{9.0}*{6.0}*warehouse_utilization_rate>{0.0}*{3.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-5.0}{-13.5}NULL{13.5}{6.0}{-3.0}{12.5}{10.5}{-6.0}{14.0}{5.5}{-10.5}{1.5}{8.0}pair_expected_processing_time{-12.5}EOS{10.5}{1.0}{11.0}operation_work_required{3.5}{-3.5}{3.0}{-9.5}{-2.5}{14.0}{10.0}{10.0},0.0
5,{-10.0}-{9.0}>{5.0}<pair_number_of_alternative_machines<{11.0}*{4.0}*{4.0}-{10.0}-{11.0}*{7.0}-{14.0}<{9.0}*{6.0}*warehouse_utilization_rate>{0.0}*{3.0}EOS,pair_number_of_alternative_machines<{8.0}{12.0}{-3.0}job_earliness_penalty{14.5}{6.0}{6.0}{12.5}{10.5}{7.0}{14.0}{5.5}{14.5}{1.5}job_lateness_penaltypair_expected_processing_time{-12.5}EOS{10.5}{1.0}{-9.5}operation_work_required{-14.0}machine_capacity{-9.0}{-9.5}machine_cooldown{14.0}{10.0}{4.0},0.0
4,{-10.0}/pair_number_of_alternative_operations+{-11.0}/{4.0}*{-14.0}+{2.0}/{3.0}*{9.0}>{-10.0}+{10.0}<{-10.0}*{-2.0}/{-7.0}-{12.0}<machine_cooldown<{13.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-5.0}{12.0}NULL{7.0}machine_replacement_cooldown{-3.0}{-8.5}job_earliness_penalty{-6.0}{14.0}{-9.5}operation_work_required{-13.0}machine_cooldownpair_expected_processing_time*EOS{-12.0}{1.0}{1.5}operation_work_required{3.5}{6.5}{3.0}{-9.5}{-2.5}{10.5}{2.5}EOS,0.03125
5,{-10.0}/pair_number_of_alternative_operations+{-11.0}/{4.0}*{-14.0}+{2.0}/{3.0}*{9.0}>{-10.0}+{10.0}<{-10.0}*{-2.0}/{-7.0}-{12.0}<machine_cooldown<{13.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-5.0}job_time_alivejob_time_alive{-4.0}machine_replacement_cooldown{-3.0}EOSjob_earliness_penalty{-6.0}{14.0}{-9.5}operation_work_required{-13.0}machine_cooldownpair_expected_processing_time*EOS{-12.0}{1.0}{1.5}operation_work_required{4.5}{6.5}{3.0}{-9.5}{-2.5}{10.5}>{4.0},0.0
4,{-10.0}/{0.0}>machine_replacement_cooldown-job_earliness_penalty/{-7.0}+{-2.0}<pair_expected_processing_time+{9.0}>{1.0}-{-14.0}*{-11.0}*{-4.0}*job_lateness_penalty*pair_expected_work_power/job_delivery_relaxation<job_remaining_work_to_completeEOS,machine_cooldown){8.0}{-14.5}{12.0}{14.0}NULL{6.0}{-3.0}{-8.5}job_earliness_penalty{-6.0}{14.0}>operation_work_requiredpair_expected_work_powermachine_cooldownpair_number_of_alternative_operations{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_required{-14.0}{6.5}{3.0}{-9.5}{-2.5}{-1.0}job_delivery_relaxation{10.0},0.0
5,{-10.0}/{0.0}>machine_replacement_cooldown-job_earliness_penalty/{-7.0}+{-2.0}<pair_expected_processing_time+{9.0}>{1.0}-{-14.0}*{-11.0}*{-4.0}*job_lateness_penalty*pair_expected_work_power/job_delivery_relaxation<job_remaining_work_to_completeEOS,machine_cooldown){8.0}{-14.5}{12.0}{14.5}NULL>{6.0}{-8.5}job_earliness_penalty{7.0}{14.0}{-10.0}operation_work_requiredpair_expected_work_powermachine_cooldownpair_expected_processing_time{-12.5}{2.5}{-12.0}{1.0}{11.0}operation_work_required{-14.0}{6.5}{3.0}{-9.5}{-2.5}{-1.0}job_delivery_relaxationEOS,0.03125
4,{-11.0}*operation_windup+operation_cooldown<{-10.0}<{-1.0}*pair_expected_work_power>machine_replacement_cooldown>warehouse_utilization_rate-{-5.0}+{1.0}/{-7.0}<{11.0}>pair_expected_processing_time*{0.0}<{8.0}>{-4.0}EOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}{-6.5}{-12.0}NULL{1.5}{6.0}{-3.0}{12.5}{-9.0}operation_work_requiredpair_number_of_alternative_operations{5.5}{14.5}{-14.5}machine_capacitypair_expected_processing_time{-7.0}{12.5}{-12.0}{1.0}{-11.0}operation_work_requiredpair_expected_processing_time{7.5}{3.0}{3.5}{-2.5}{-4.0}{10.0}{10.0},0.03125
5,{-11.0}*operation_windup+operation_cooldown<{-10.0}<{-1.0}*pair_expected_work_power>machine_replacement_cooldown>warehouse_utilization_rate-{-5.0}+{1.0}/{-7.0}<{11.0}>pair_expected_processing_time*{0.0}<{8.0}>{-4.0}EOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}{-6.5}{-12.0}{10.5}{14.5}>{-3.0}{12.5}{10.5}operation_work_requiredpair_number_of_alternative_operations{5.5}operation_work_requiredNULLmachine_capacitypair_expected_processing_time{-15.0}{12.5}{-12.0}{1.0}{-11.0}operation_work_requiredpair_expected_processing_time{-13.0}{3.0}{3.5}{-2.5}{-4.0}{10.0}{-13.5},0.03125
4,{-11.0}*pair_expected_work_power<{14.0}-operation_windup*machine_cooldown*{2.0}+{0.0}/{-7.0}>pair_expected_processing_time-{-7.0}*{-1.0}*pair_number_of_alternative_machines+machine_capacity<operation_windup/{12.0}/{7.0}EOS,pair_number_of_alternative_machines{12.0}{8.0}{-5.0}{12.0}{-4.0}{-7.5}{6.0}{6.0}{7.5}{-9.0}{-6.0}{-3.0}machine_cooldownjob_earliness_penaltyoperation_cooldownmachine_cooldownpair_expected_processing_time{-12.5}{12.5}{-12.0}{1.0}{-10.0}operation_work_requiredpair_expected_processing_time{-13.0}{3.0}{11.0}{-2.5}{-4.0}{10.0}{10.0},0.0
5,{-11.0}*pair_expected_work_power<{14.0}-operation_windup*machine_cooldown*{2.0}+{0.0}/{-7.0}>pair_expected_processing_time-{-7.0}*{-1.0}*pair_number_of_alternative_machines+machine_capacity<operation_windup/{12.0}/{7.0}EOS,pair_number_of_alternative_machines<operation_work_required{-6.0}{12.0}{-4.0}{-7.5}>{6.0}EOS{4.0}{-6.0}{14.0}machine_cooldownoperation_work_requiredoperation_cooldownmachine_cooldownpair_expected_processing_time{-15.0}{2.5}{-12.0}{1.0}{-10.0}operation_work_required{3.5}{-13.0}{3.0}{-9.5}{-2.5}{-4.0}{10.0}{4.0},0.0
4,{-11.0}*{-3.0}<{8.0}+{-2.0}/{-11.0}*job_lateness_penalty*{13.0}/{-7.0}*{4.0}*{13.0}*{-15.0}>{2.0}/{13.0}*{-6.0}<{-12.0}/{-8.0}EOS,pair_number_of_alternative_machines<{8.0}{-6.0}{12.0}NULLNULL{6.0}{-3.0}{7.5}{0.5}{-6.0}pair_number_of_alternative_operations{-10.0}operation_work_requiredjob_time_alivemachine_cooldownpair_expected_processing_time{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time{-13.0}{3.0}{-9.5}{-2.5}{-4.0}{10.0}{10.0},0.0
5,{-11.0}*{-3.0}<{8.0}+{-2.0}/{-11.0}*job_lateness_penalty*{13.0}/{-7.0}*{4.0}*{13.0}*{-15.0}>{2.0}/{13.0}*{-6.0}<{-12.0}/{-8.0}EOS,pair_number_of_alternative_machines<{8.0}{-6.0}{12.0}NULLNULL{6.0}{-3.0}EOS{4.0}{-6.0}pair_number_of_alternative_operations{-10.0}operation_work_requiredoperation_cooldownmachine_cooldownpair_expected_processing_time{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_required{13.0}machine_capacity{-3.0}{-9.5}{-2.5}{-4.0}{10.0}{1.0},0.03125
